license_number,ubi,trade_name,licensee_name,address,suite,city,state,county,zip,privilege,status,phone,is_se
434372,6035615210010003,EMERALD LEAVES,,2609 6TH AVE STE 1,,TACOMA,WA,PIERCE,984067226,CANNABIS RETAILER,ACTIVE (ISSUED),2064825627,
421619,6035692810010001,EPHEMERAL TOAST,,8401 AURORA AVE N STE F,,SEATTLE,WA,KING,981034332,CANNABIS RETAILER,CLOSED (PERMANENT),2066186094,
421618,6035692220010001,ESHO FUNI,,8401 AURORA AVE. N. STE A,,SEATTLE,WA,KING,981034332,CANNABIS RETAILER,CLOSED (PERMANENT),2068568781,
427158,6035692220010003,ESHO FUNI,,8401 AURORA AVE N STE E,,SEATTLE,WA,KING,981034332,CANNABIS RETAILER,CLOSED (PERMANENT),2068568781,
425185,6035518250010007,EUPHORIC 360,,6326 MARTIN WAY E STE 103,,LACEY,WA,THURSTON,985165561,CANNABIS RETAILER,CLOSED (PERMANENT),2063600295,
425185,6040140410010001,EUPHORIC 360,,6326 MARTIN WAY E STE 103,,LACEY,WA,THURSTON,985165561,CANNABIS RETAILER,CLOSED (PERMANENT),3608922878,
414495,6033549340010003,EUPHORIUM,,21127 STATE ROUTE 9 SE,,WOODINVILLE,WA,SNOHOMISH,980729703,CANNABIS RETAILER,ACTIVE (ISSUED),4254080556,
084130,6033543680010004,EUPHORIUM 420,,19525 BOTHELL EVERETT HWY A,,BOTHELL,WA,SNOHOMISH,980127116,CANNABIS RETAILER,CLOSED (PERMANENT),9168359616,
414491,6033549480010002,EUPHORIUM 420,,27623 COVINGTON WAY SE UNIT 1,,COVINGTON,WA,KING,98042,CANNABIS RETAILER,ACTIVE (ISSUED),4255774533,
414500,6033538920010001,EUPHORIUM 420,,20925 CYPRESS WAY STE C-103,,LYNNWOOD,WA,SNOHOMISH,98036,CANNABIS RETAILER,ACTIVE (ISSUED),4255774533,
420895,6041488560010001,EUPHORIUM 420,,17917 VASHON HWY SW,,VASHON,WA,KING,98070,CANNABIS RETAILER,ACTIVE (ISSUED),4255774533,
422120,6033543680010004,EUPHORIUM 420,,13813 HWY 99,,LYNNWOOD,WA,SNOHOMISH,980871723,CANNABIS RETAILER,CLOSED (PERMANENT),4255774533,
434063,6033543680010006,EUPHORIUM 420,,26828 WA-9,,ARLINGTON,WA,SNOHOMISH,98223,CANNABIS RETAILER,ACTIVE (ISSUED),4256780271,
414496,6033543680010001,EUPHORIUM LYNNWOOD,,21127 STATE RT 9 SE,UNIT B,WOODINVILLE,WA,SNOHOMISH,980729703,CANNABIS RETAILER,CLOSED (PERMANENT),9168359616,
421448,6035584490010003,EVERETT CANNABIS,,11627 AIRPORT RD,SUITE F,EVERETT,WA,SNOHOMISH,982048714,CANNABIS RETAILER,CLOSED (PERMANENT),2068908368,
415064,6033581770010002,EVERGREEN CANNABIS,,922 PEACE PORTAL DR,,BLAINE,WA,WHATCOM,982304409,CANNABIS RETAILER,CLOSED (PERMANENT),3603328922,
414714,6033577780010001,EVERGREEN MARKET - AUBURN,,402 16TH ST NE STE A-100,,AUBURN,WA,KING,98002,CANNABIS RETAILER,ACTIVE (ISSUED),2068527155,
426125,6035781200010005,EVERGREEN MARKET - BELLEVUE,,638 116TH AVE NE,,BELLEVUE,WA,KING,98004,CANNABIS RETAILER,ACTIVE (ISSUED),2068527155,
420338,6040059320010001,EVERGREEN MARKET - IKEA DISTRICT,,401 RAINIER AVE N STE 1,,RENTON,WA,KING,980575319,CANNABIS RETAILER,CLOSED (PERMANENT),4257652935,
357129,6035653130010003,EVERGREEN MARKET - KIRKLAND,,11438 NE 124TH ST,,KIRKLAND,WA,KING,98034,CANNABIS RETAILER,ACTIVE (ISSUED),4257652935,
414475,6035653130010002,EVERGREEN MARKET - KIRKLAND,,8734 120TH AVE NE,,KIRKLAND,WA,KING,980335861,CANNABIS RETAILER,CLOSED (PERMANENT),4253188898,
413791,6033501150010001,EVERGREEN MARKET - NORTH RENTON,,409 RAINIER AVE N,,RENTON,WA,KING,980575319,CANNABIS RETAILER,ACTIVE (ISSUED),4253188898,
442565,6058385590010001,EVERGREEN MARKET - RENTON DOWNTOWN,,355 RAINIER AVE N UNIT D,,RENTON,WA,KING,980575321,CANNABIS RETAILER,ACTIVE (ISSUED),4257652935,
414841,6053250860010001,EVERGREEN MARKET - RENTON HIGHLANDS,,4033 NE SUNSET BLVD UNIT 5,,RENTON,WA,KING,98056,CANNABIS RETAILER,ACTIVE (ISSUED),4258293105,
424747,6040059320010003,EVERGREEN MARKET - SOUTH RENTON,,4242 E VALLEY RD,,RENTON,WA,KING,98057,CANNABIS RETAILER,ACTIVE (ISSUED),4253188898,
425605,6032170680010009,EVERGREEN MEADOWS,,208 E PINE ST,,SHELTON,WA,MASON,985841418,CANNABIS RETAILER,CLOSED (PERMANENT),4258294959,
425605,6043420130010001,EVERGREEN MEADOWS,,208 E PINE ST,,SHELTON,WA,MASON,985841418,CANNABIS RETAILER,CLOSED (PERMANENT),4258294959,
422825,6036041830010001,EVERGREEN STATE ENTERPRISES,,847 E SR 4,,CATHLAMET,WA,WAHKIAKUM,98612,CANNABIS RETAILER,CLOSED (PERMANENT),3604702621,
422825,6036041830010001,EVERGREEN STATE ENTERPRISES,,847 E SR 4,,CATHLAMET,WA,WAHKIAKUM,986120000,CANNABIS RETAILER,CLOSED (PERMANENT),5033170557,
427156,6036041830010003,EVERGREEN STATE ENTERPRISES,,3772 SR 4 STE A,,GRAYS RIVER,WA,WAHKIAKUM,986210000,CANNABIS RETAILER,CLOSED (PERMANENT),5033170557,
421878,6036041830010002,EVERGREEN STATE ENTERPRISES LLC,,3941 COLVILLE RD,,LOON LAKE,WA,STEVENS,991480000,CANNABIS RETAILER,CLOSED (PERMANENT),3604702621,
446384,6050081050010008,EVOLVE CANNABIS,,406 OAK ST,,KELSO,WA,COWLITZ,986262306,CANNABIS RETAILER,ACTIVE (ISSUED),8602092115,
422001,6035781200010002,EXPONENTIAL 3,,12802 BEL-RED RD STE B,,BELLEVUE,WA,KING,980052603,CANNABIS RETAILER,CLOSED (PERMANENT),2068527155,
426448,6035781200010004,EXPONENTIAL 3,,RETAIL TITLE CERTIFICATE,,BELLEVUE,WA,KING,980043800,CANNABIS RETAILER,CLOSED (PERMANENT),2068527155,
426448,6035781200010004,EXPONENTIAL 3,,RETAIL TITLE CERTIFICATE,,BELLEVUE,WA,KING,980043800,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2068527155,
079720,6035601210010004,FILLABONG,,3249 PERRY AVE STE B,,BREMERTON,WA,KITSAP,983105370,CANNABIS RETAILER,CLOSED (PERMANENT),3608659640,
079720,6035601210010004,FILLABONG,,3249 PERRY AVE STE B,,BREMERTON,WA,KITSAP,983105371,CANNABIS RETAILER,CLOSED (PERMANENT),3604432293,
415210,6035601210010003,FILLABONG,,4978 SE MILE HILL DR,,PORT ORCHARD,WA,KITSAP,983662102,CANNABIS RETAILER,CLOSED (PERMANENT),3604432293,
415211,6035601210010002,FILLABONG,,2839 NW KITSAP PL STE A,,SILVERDALE,WA,KITSAP,983839447,CANNABIS RETAILER,CLOSED (PERMANENT),3608659640,
445745,6060005880010002,FILLABONG,,2839 NW KITSAP PL STE A,,SILVERDALE,WA,KITSAP,983839447,CANNABIS RETAILER,ACTIVE (ISSUED),3608659640,
446441,6060005880010004,FILLABONG,,3249 PERRY AVE STE B,,BREMERTON,WA,KITSAP,983105370,CANNABIS RETAILER,ACTIVE (ISSUED),3608659640,
428276,6034341890010003,FIRE AND FROST CANNABIS,,6818 NE 4TH PLAIN BLVD STE B&C,,VANCOUVER,WA,CLARK,98661,CANNABIS RETAILER,ACTIVE (ISSUED),3603357823,
421738,6033479550010002,FIRE CANNABIS CO,,903 ENGH RD SUITE D,,OMAK,WA,OKANOGAN,98841,CANNABIS RETAILER,ACTIVE (ISSUED),7202719997,
436929,6048319130010002,FIRE CANNABIS CO -,,1401 S 1ST ST STE 102,,YAKIMA,WA,YAKIMA,98901,CANNABIS RETAILER,ACTIVE (ISSUED),5093676043,
415303,6048319130010001,"FIRE CANNABIS CO-YAKIMA, L.L.C.",,1503 A E NOB HILL BLVD,,YAKIMA,WA,YAKIMA,989010000,CANNABIS RETAILER,CLOSED (PERMANENT),5093701016,
422566,6034477130010003,FIVE POINTS OF PIERCE COUNTY LLC,,2510 SANDRA AVE,,CENTRALIA,WA,LEWIS,985319649,CANNABIS RETAILER,CLOSED (PERMANENT),2538644924,
424498,6034477130010004,FIVE POINTS OF PIERCE COUNTY LLC,,RETAIL TITLE CERTIFICATE,,CHEHALIS,WA,LEWIS,985328717,CANNABIS RETAILER,CLOSED (PERMANENT),2532731260,
424498,6034477130010004,FIVE POINTS OF PIERCE COUNTY LLC,,RETAIL TITLE CERTIFICATE,,CHEHALIS,WA,LEWIS,985328717,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2532731260,
413743,6033437360010002,FIVE STAR TRADING COMPANY,,9920 STATE AVE,SUITE B,MARYSVILLE,WA,SNOHOMISH,982712255,CANNABIS RETAILER,CLOSED (PERMANENT),4258706335,
422059,6035815060010001,FLORAL FANATIX LLC,,7226 MARTIN WAY E,,OLYMPIA,WA,THURSTON,985165533,CANNABIS RETAILER,CLOSED (PERMANENT),3608904918,
422059,6035815060010001,FLORAL FANATIX LLC,,7226 MARTIN WAY E,,OLYMPIA,WA,THURSTON,985165533,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,3608904918,
422059,6035815060010001,FLORAL FANATIX LLC,,RETAIL TITLE CERTIFICATE,,OCEAN SHORES,WA,GRAYS HARBOR,985690000,CANNABIS RETAILER,CLOSED (PERMANENT),3608904918,
422059,6035815060010001,FLORAL FANATIX LLC,,RETAIL TITLE CERTIFICATE,,OCEAN SHORES,WA,GRAYS HARBOR,985690000,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,3608904918,
420477,6044618980010001,FLOWER AND WEED,,7217 212TH ST SW,,EDMONDS,WA,SNOHOMISH,980267735,CANNABIS RETAILER,CLOSED (PERMANENT),9162247020,
420478,6043887510010001,FLOYD'S,,933 E JOHNS PRAIRIE RD,,SHELTON,WA,MASON,985841270,CANNABIS RETAILER,CLOSED (PERMANENT),2067710350,
414223,6042674710010001,FLOYD'S CANNABIS CO.,,1403 E 1ST STREET,,PORT ANGELES,WA,CLALLAM,98362,CANNABIS RETAILER,ACTIVE (ISSUED),2068530645,
422055,6035808890010002,FLOYD'S CANNABIS COMPANY,,5952 AIRPORT RD,,PULLMAN,WA,WHITMAN,99163,CANNABIS RETAILER,ACTIVE (ISSUED),5098723080,
414680,6053371140010001,FLOYDS,,4218 RUCKER AVE,,EVERETT,WA,SNOHOMISH,98203,CANNABIS RETAILER,ACTIVE (ISSUED),2065471914,
422049,6035710750010001,FLOYDS,,410 W STATE ST,,SEDRO WOOLLEY,WA,SKAGIT,98284,CANNABIS RETAILER,ACTIVE (ISSUED),3605884473,
430798,6043887510010003,FLOYDS,,931 E JOHNS PRAIRIE RD,,SHELTON,WA,MASON,985841270,CANNABIS RETAILER,CLOSED (PERMANENT),2067710350,
414803,6036041410010001,FORBIDDEN CANNABIS CLUB,,2358 ELMWAY,,OKANOGAN,WA,OKANOGAN,988400000,CANNABIS RETAILER,CLOSED (PERMANENT),2532241442,
420520,6034232020010002,FORBIDDEN CANNABIS CLUB,,22308 HWY 410 E UNIT B,,BONNEY LAKE,WA,PIERCE,983914073,CANNABIS RETAILER,CLOSED (PERMANENT),2532241442,
421015,6036035380010001,FORBIDDEN CANNABIS CLUB,,2358 ELMWAY UNIT B,,OKANOGAN,WA,OKANOGAN,988409790,CANNABIS RETAILER,CLOSED (PERMANENT),2539876637,
422785,6036035410010001,FORBIDDEN CANNABIS CLUB,,1171 WIND RIVER HIGHWAY,SUITE A,CARSON,WA,SKAMANIA,98610,CANNABIS RETAILER,EXPIRED,2532241442,
426808,6034232020010003,FORBIDDEN CANNABIS CLUB,,RETAIL TITLE CERTIFICATE,,BONNEY LAKE,WA,PIERCE,983910000,CANNABIS RETAILER,CLOSED (PERMANENT),2532241442,
426808,6034232020010003,FORBIDDEN CANNABIS CLUB,,RETAIL TITLE CERTIFICATE,,BONNEY LAKE,WA,PIERCE,983910000,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2532241442,
430721,6036035380010003,FORBIDDEN CANNABIS CLUB,,32139 HIGHWAY 97 UNIT A,,TONASKET,WA,OKANOGAN,988550000,CANNABIS RETAILER,CLOSED (PERMANENT),2532241442,
432498,6036041410010003,FORBIDDEN CANNABIS CLUB,,2108 ELMWAY UNIT A,,OKANOGAN,WA,OKANOGAN,98840,CANNABIS RETAILER,ACTIVE (ISSUED),2532241442,
435277,6036035380010004,FORBIDDEN CANNABIS CLUB,,2256 HWY 153 STE B,,CARLTON,WA,OKANOGAN,98814,CANNABIS RETAILER,EXPIRED,2532241442,
422913,6048240300010001,FORBIDDEN CANNABIS CLUB MOUNT VERNON,,3818 OLD HIGHWAY 99 S RD,,MOUNT VERNON,WA,SKAGIT,982739018,CANNABIS RETAILER,CLOSED (PERMANENT),2064127285,
422913,6049224840010001,FORBIDDEN CANNABIS CLUB MT. VERNON,,3818 OLD HIGHWAY 99 S RD,,MOUNT VERNON,WA,SKAGIT,98273,CANNABIS RETAILER,ACTIVE (ISSUED),2067696074,
421632,6046249900010001,FORBIDDEN CANNABIS CLUB OLYMPIA,,1123 SLEATER KINNEY RD SE,,LACEY,WA,THURSTON,98503,CANNABIS RETAILER,ACTIVE (ISSUED),2064127285,
413809,6046249900010002,FORBIDDEN CANNABIS CLUB SEATTLE,,2413 E UNION ST,,SEATTLE,WA,KING,98122,CANNABIS RETAILER,ACTIVE (ISSUED),2064127285,
413809,6049148950010001,FORBIDDEN CANNABIS CLUB SEATTLE,,2413 E UNION ST,,SEATTLE,WA,KING,981223045,CANNABIS RETAILER,CLOSED (PERMANENT),2064127285,
425185,6046358250010001,FORBIDDEN CANNABIS SUPER CHRONIC,,6326 MARTIN WAY E STE 103,,LACEY,WA,THURSTON,98516,CANNABIS RETAILER,ACTIVE (ISSUED),2064127285,
422303,6035905870010001,FORBIDDEN FLOWER,,13003 TUKWILA INTERNATIONAL BL,UNIT A,TUKWILA,WA,KING,981683139,CANNABIS RETAILER,CLOSED (PERMANENT),2062350635,
414539,6050081050010002,FOXX ENTERPRISES LLC,,5309 GUIDE MERIDIAN RD SUITE A,,BELLINGHAM,WA,WHATCOM,982260000,CANNABIS RETAILER,CLOSED (PERMANENT),8602092288,
436879,6050081050010006,FOXX ENTERPRISES LLC,,5655 GUIDE MERIDIAN STE C,,BELLINGHAM,WA,WHATCOM,98226,CANNABIS RETAILER,ACTIVE (ISSUED),8602092115,
436898,6050081050010005,FOXX ENTERPRISES LLC,,20333 STATE ROUTE 20,,BURLINGTON,WA,SKAGIT,982334725,CANNABIS RETAILER,CLOSED (PERMANENT),8602092115,
414280,6034103470010001,FREEDOM MARKET,,820A WESTSIDE HWY,,KELSO,WA,COWLITZ,986264355,CANNABIS RETAILER,CLOSED (PERMANENT),3603550682,
414280,6046389790010001,FREEDOM MARKET,,820A WESTSIDE HWY,,KELSO,WA,COWLITZ,98626,CANNABIS RETAILER,ACTIVE (ISSUED),3606360420,
422459,6041543780010001,FREEDOM MARKET CATHLAMET CORP,,327 SR 4,,CATHLAMET,WA,WAHKIAKUM,98612,CANNABIS RETAILER,ACTIVE (ISSUED),3602617061,
421757,6040523690010001,FREEDOM MARKET ILWACO,,133 HOWERTON AVE SE STE B,,ILWACO,WA,PACIFIC,98624,CANNABIS RETAILER,ACTIVE (ISSUED),3607036090,
422777,6036018460010001,FREELAND CANNABIS COMPANY,,18646 SR 525 STE B,STE B,FREELAND,WA,ISLAND,98249,CANNABIS RETAILER,ACTIVE (ISSUED),3602022198,
421708,6032611830010002,FREMONT GARDENS,,316 N 36TH ST STE B,,SEATTLE,WA,KING,981038953,CANNABIS RETAILER,CLOSED (PERMANENT),2066327126,
413530,6041989910010001,FRESH GREENS,,29 HORIZON FLATS RD STE 8,,WINTHROP,WA,OKANOGAN,98862,CANNABIS RETAILER,ACTIVE (ISSUED),5094295556,
436837,6035877900010002,FROSTED SPRAGUE,,4123 E SPRAGUE AVE STE A,,SPOKANE,WA,SPOKANE,99202,CANNABIS RETAILER,ACTIVE (ISSUED),5094740461,
412922,6028304620010002,FWEEDOM CANNABIS,,12001 AURORA AVE N UNIT #1,,SEATTLE,WA,KING,98133,CANNABIS RETAILER,ACTIVE (ISSUED),2064190260,
415031,6033575180010001,FWEEDOM CANNABIS,,21911 64TH AVE W   STE D,STE D,MOUNTLAKE TERRACE,WA,SNOHOMISH,98043,CANNABIS RETAILER,ACTIVE (ISSUED),4259540640,
415032,6033575180010002,FWEEDOM CANNABIS,,17869 STATE ROUTE 536,,MOUNT VERNON,WA,SKAGIT,982733270,CANNABIS RETAILER,CLOSED (PERMANENT),2063515121,
422000,6033575180010005,FWEEDOM CANNABIS,,17903 STATE ROUTE 536,,MOUNT VERNON,WA,SKAGIT,982733269,CANNABIS RETAILER,CLOSED (PERMANENT),4259540640,
421695,6049177140010001,GALAXY 21,,11042 1ST AVE S,,SEATTLE,WA,KING,981681402,CANNABIS RETAILER,CLOSED (TEMPORARY),2068544354,
415234,6033531960010005,GALAXY CANNABIS,,3845 BRIDGE WAY N,,SEATTLE,WA,KING,98103,CANNABIS RETAILER,ACTIVE (ISSUED),2062854005,
413558,6033283210010001,GANJA GODDESS,,3207 1ST AVE S  UNIT A,UNIT A,SEATTLE,WA,KING,981341819,CANNABIS RETAILER,CLOSED (PERMANENT),2066827220,
413558,6050144320010001,GANJA GODDESS,,3207 1ST AVE S  UNIT A,UNIT A,SEATTLE,WA,KING,981341819,CANNABIS RETAILER,CLOSED (PERMANENT),4257376960,
415539,6033594670010003,GANJA VITA,,23441 NE STATE ROUTE 3,,BELFAIR,WA,MASON,98528,CANNABIS RETAILER,ACTIVE (ISSUED),2535143949,
414381,6006448010010004,GIVING TREE,,RETAIL TITLE CERTIFICATE,,KENT,WA,KING,980320000,CANNABIS RETAILER,CLOSED (PERMANENT),2067725773,
414381,6006448010010004,GIVING TREE,,RETAIL TITLE CERTIFICATE,,KENT,WA,KING,980320000,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2067725773,
414982,6033500470010005,GLOBODYNE,,3223 PINE ST,,EVERETT,WA,SNOHOMISH,982014536,CANNABIS RETAILER,CLOSED (PERMANENT),4258793437,
414292,6033556170010001,GOLDEN DISPENSARIES,,650 LLAMA LN,SMP - 2,GOLDENDALE,WA,KLICKITAT,98620,CANNABIS RETAILER,ACTIVE (ISSUED),5097730700,
421953,6035764710010001,GOOBIE'S DOOBIES,,28680 MAPLE VALLEY BLACK,DIAMOND RD SE STE A,MAPLE VALLEY,WA,KING,980388193,CANNABIS RETAILER,CLOSED (PERMANENT),2534595741,
431222,6035764710010004,GOOBIE'S DOOBIES,,28730 MAPLE VALLEY BLACK,DIAMOND RD SE STE A,MAPLE VALLEY,WA,KING,98038,CANNABIS RETAILER,ACTIVE (ISSUED),2534595741,
413357,6031793430010002,GOOD PATIENT NETWORK,,1207 S JACKSON ST STE 108 &,109,SEATTLE,WA,KING,981440000,CANNABIS RETAILER,CLOSED (PERMANENT),2065510403,
415294,6023777230010001,GOODBUDS,,5384 NW K RD STE A,,QUINCY,WA,GRANT,98848,CANNABIS RETAILER,ACTIVE (ISSUED),3609819495,
414785,6033280120010001,GRASS,,14343 15TH AVE NE,,SEATTLE,WA,KING,981253162,CANNABIS RETAILER,CLOSED (PERMANENT),2066438576,
415531,6033593650010002,GRASS,,205 W STEWART RD,SUITE 107,MOUNT VERNON,WA,SKAGIT,982735411,CANNABIS RETAILER,CLOSED (PERMANENT),3604738393,
422525,6043100000010001,GREEN 101,,2840 E HWY 101,,PORT ANGELES,WA,CLALLAM,983629080,CANNABIS RETAILER,CLOSED (PERMANENT),2063071651,
413479,6033364470010001,GREEN ANNE,,312 W REPUBLICAN ST,,SEATTLE,WA,KING,981194009,CANNABIS RETAILER,CLOSED (PERMANENT),2064201042,
413737,6033534230010001,GREEN CITY COLLECTIVE,,13601 HIGHWAY 99 STE B,,EVERETT,WA,SNOHOMISH,982045496,CANNABIS RETAILER,CLOSED (PERMANENT),4258693670,
414450,6033530290010001,GREEN CONNECTION NORTHWEST,,417 NW 65TH ST,,SEATTLE,WA,KING,981175027,CANNABIS RETAILER,CLOSED (PERMANENT),2066175646,
421642,6045718900010001,GREEN DREAMS,,8529 52ND ST SE,,SNOHOMISH,WA,SNOHOMISH,98290,CANNABIS RETAILER,ACTIVE (ISSUED),4252639972,
350641,6033271020010001,GREEN FIRE CANNABIS,,1956 1ST AVE S,,SEATTLE,WA,KING,981341406,CANNABIS RETAILER,CLOSED (PERMANENT),2066233792,
413789,6033491710010001,GREEN GROTTO,,RETAIL TITLE CERTIFICATE,,FEDERAL WAY,WA,KING,980034994,CANNABIS RETAILER,CLOSED (PERMANENT),2067926857,
413789,6033491710010001,GREEN GROTTO,,RETAIL TITLE CERTIFICATE,,FEDERAL WAY,WA,KING,980034994,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2067926857,
414093,6033491710010003,GREEN GROTTO,,10611 CANYON RD E STE 101,,PUYALLUP,WA,PIERCE,983734552,CANNABIS RETAILER,CLOSED (PERMANENT),2067926857,
414108,6033491710010004,GREEN GROTTO,,230 NE JUNIPER ST #101A,,ISSAQUAH,WA,KING,980272519,CANNABIS RETAILER,CLOSED (PERMANENT),2067926857,
423779,6033491710010008,GREEN GROTTO,,22106 SE 51ST PL,,ISSAQUAH,WA,KING,980272519,CANNABIS RETAILER,CLOSED (PERMANENT),2069924008,
429212,6033491710010010,GREEN GROTTO LLC,,230 NE JUNIPER ST STE 100,,ISSAQUAH,WA,KING,980272519,CANNABIS RETAILER,CLOSED (PERMANENT),2069924008,
414761,6003142880010001,GREEN HEAD CANNABIS,,2815 ST. JOHNS ROAD   STE B,,VANCOUVER,WA,CLARK,986613707,CANNABIS RETAILER,CLOSED (PERMANENT),3606091479,
415130,6033601220010003,GREEN LADY,,3044 PACIFIC AVE SE STE B,,OLYMPIA,WA,THURSTON,98501,CANNABIS RETAILER,ACTIVE (ISSUED),5098697574,
421667,6035644790010002,GREEN LADY EVERETT,,11311 WA-99   STE B,,EVERETT,WA,SNOHOMISH,98204,CANNABIS RETAILER,CLOSED (PERMANENT),5098697574,
421667,6035644790010002,GREEN LADY EVERETT,,14221 LAKE RD,,LYNNWOOD,WA,SNOHOMISH,980871710,CANNABIS RETAILER,CLOSED (PERMANENT),5098697574,
446181,6033601220010006,GREEN LADY HAWKS PRAIRIE,,9323 MARTIN WAY E STE 101,,OLYMPIA,WA,THURSTON,985165965,CANNABIS RETAILER,ACTIVE (ISSUED),5098697574,
414963,6056014130010001,GREEN LADY LACEY,,4820 YELM HWY SE SUITE D,,LACEY,WA,THURSTON,985034903,CANNABIS RETAILER,ACTIVE (ISSUED),5098697574,
422578,6035989350010001,GREEN LADY MARIJUANA,,RETAIL TITLE CERTIFICATE,,LYNNWOOD,WA,SNOHOMISH,980364716,CANNABIS RETAILER,CLOSED (PERMANENT),3607898891,
422578,6035989350010001,GREEN LADY MARIJUANA,,RETAIL TITLE CERTIFICATE,,LYNNWOOD,WA,SNOHOMISH,980364716,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,3607898891,
422579,6035989360010001,GREEN LADY MARIJUANA,,RETAIL TITLE CERTIFICATE,,LYNNWOOD,WA,SNOHOMISH,980364736,CANNABIS RETAILER,CLOSED (PERMANENT),3607898891,
422579,6035989360010001,GREEN LADY MARIJUANA,,RETAIL TITLE CERTIFICATE,,LYNNWOOD,WA,SNOHOMISH,980364736,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,3607898891,
423145,6035911620010001,GREEN LADY MARIJUANA,,7359 OLD PACIFIC HWY S,,KALAMA,WA,COWLITZ,986250000,CANNABIS RETAILER,CLOSED (PERMANENT),3607898891,
416540,6035644790010003,"GREEN LADY WESTSIDE, INC.",,2405 HARRISON AVE NW STE 201,,OLYMPIA,WA,THURSTON,98502,CANNABIS RETAILER,ACTIVE (ISSUED),5098697475,
413886,6033576180010002,GREEN LEAF,,4220 MERIDIAN ST STE 102,,BELLINGHAM,WA,WHATCOM,982269153,CANNABIS RETAILER,CLOSED (PERMANENT),3605262198,
414918,6017178530010002,GREEN LEAF,,3435 BIRCH BAY LYNDEN RD,,CUSTER,WA,WHATCOM,982409507,CANNABIS RETAILER,CLOSED (PERMANENT),3603032860,
414918,6035652670010002,GREEN LEAF,,3435 BIRCH BAY LYNDEN RD,,CUSTER,WA,WHATCOM,982409507,CANNABIS RETAILER,CLOSED (PERMANENT),3603032860,
414755,6033599440010002,GREEN LIFE CANNABIS,,3012 GS CENTER RD STE A,,WENATCHEE,WA,CHELAN,98801,CANNABIS RETAILER,ACTIVE (ISSUED),2817260614,
422663,6053142380000000,GREEN MARLIN LLC,,RETAIL TITLE CERTIFICATE,,BELLEVUE,WA,KING,980040000,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2063268764,
413798,6033511700010001,GREEN OUTFITTERS,,668 OCEAN SHORES BLVD NW,,OCEAN SHORES,WA,GRAYS HARBOR,98569,CANNABIS RETAILER,ACTIVE (ISSUED),4252684391,
422525,6035649550010002,GREEN PEAKS N.W.,,2840 E HWY 101,,PORT ANGELES,WA,CLALLAM,983629080,CANNABIS RETAILER,CLOSED (PERMANENT),5099990148,
415512,6033594880010001,GREEN PLACE,,18826 MARINE DRIVE,,STANWOOD,WA,SNOHOMISH,982920000,CANNABIS RETAILER,CLOSED (PERMANENT),4256337515,
416248,6033594880010003,GREEN PLACE,,202 AVENUE D STE B,,SNOHOMISH,WA,SNOHOMISH,982902745,CANNABIS RETAILER,CLOSED (PERMANENT),4256337515,
422103,6041627960010001,GREEN ROOM OH INC.,,1640 NE GOLDIE ST STE B,,OAK HARBOR,WA,ISLAND,98277,CANNABIS RETAILER,ACTIVE (ISSUED),2065048629,
421632,6041722670010002,GREEN RUSH INVESTMENT,,1123 SLEATER KINNEY RD SE,,LACEY,WA,THURSTON,985032300,CANNABIS RETAILER,CLOSED (PERMANENT),2487050988,
422027,6041722670010003,GREEN RUSH INVESTMENT,,404 AUBURN WAY S STE 100,,AUBURN,WA,KING,980025418,CANNABIS RETAILER,EXPIRED,2487050988,
414298,6030884050010002,GREEN SKY SEATTLE,,9804 LAKE CITY WAY NE,,SEATTLE,WA,KING,981152300,CANNABIS RETAILER,CLOSED (PERMANENT),2067907036,
414789,6030884050010008,GREEN SKY SEATTLE LLC,,RETAIL TITLE CERTIFICATE,,MARYSVILLE,WA,SNOHOMISH,982717227,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2067907036,
420638,6024649910010003,GREEN SOLUTION PLACE,,2801 AUBURN WAY S,,AUBURN,WA,KING,980920000,CANNABIS RETAILER,CLOSED (PERMANENT),2532370770,
410798,6033509300010001,GREEN STAR CANNABIS,,1403 N DIVISION ST STE A,,SPOKANE,WA,SPOKANE,992021810,CANNABIS RETAILER,CLOSED (PERMANENT),5099193398,
414506,6017919610010003,GREEN STATION 1,,RETAIL TITLE CERTIFICATE,,SEATAC,WA,KING,981481965,CANNABIS RETAILER,CLOSED (PERMANENT),2062413760,
414506,6017919610010003,GREEN STATION 1,,RETAIL TITLE CERTIFICATE,,SEATAC,WA,KING,981481965,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2062413760,
